상권_코드_명,기준_년_코드,기준_분기_코드,업종_대분류,경영_위기_비율,상권_코드,집객시설_수,교통_인프라,총 상주인구 수,총_직장_인구_수,총_생활인구_수,월_평균_소득_금액,연령대_1020_매출_비율,연령대_3040_매출_비율,연령대_5060_매출_비율,주중_매출_비율,주말_매출_비율,남성_매출_비율,여성_매출_비율,유사_업종_점포_수,개업률,폐업률
학동사거리,2022,1,유통업,0.1363636364,2120200,78,4,976,9363.0,1171034,3402858.0,15.0,56.33,28.67,60.93,39.07,58.73,41.33,491,2.13,1.49
학동사거리,2022,2,서비스업,0.4,2120200,78,4,976,9363.0,1308597,3402858.0,13.29,54.71,32.14,78.0,22.07,44.64,55.5,442,2.98,1.38
학동사거리,2022,2,외식업,0.1282051282,2120200,78,4,976,9363.0,1308597,3402858.0,23.56,51.67,25.11,70.78,29.22,51.78,48.33,424,5.9,2.05
학동사거리,2022,2,유통업,0.4230769231,2120200,78,4,976,9363.0,1308597,3402858.0,14.82,55.65,29.76,70.35,29.65,47.59,52.53,487,1.71,1.71
학동사거리,2022,3,서비스업,0.4444444444,2120200,78,4,976,9363.0,1251662,3402858.0,16.93,53.5,29.71,80.57,19.5,42.21,57.93,447,3.18,2.05
학동사거리,2022,3,외식업,0.0769230769,2120200,78,4,976,9363.0,1251662,3402858.0,23.78,52.44,24.22,71.0,29.0,52.78,47.33,416,2.87,4.96
학동사거리,2022,3,유통업,0.2916666667,2120200,78,4,976,9363.0,1251662,3402858.0,19.82,60.88,19.53,71.24,28.82,49.29,50.82,488,1.92,1.71
학동사거리,2022,4,서비스업,0.2962962963,2120200,78,4,976,9363.0,1260738,3402858.0,15.2,53.6,31.33,80.2,20.0,44.13,56.07,447,1.82,1.59
학동사거리,2022,4,외식업,0.1794871795,2120200,78,4,976,9363.0,1260738,3402858.0,22.44,50.44,27.89,69.89,30.22,53.56,46.44,425,4.34,2.55
학동사거리,2022,4,유통업,0.3333333333,2120200,78,4,976,9363.0,1260738,3402858.0,17.12,57.12,26.12,70.94,29.12,54.12,46.12,487,1.28,1.92
학동역,2022,1,유통업,0.1666666667,2120191,65,8,4394,13862.0,1728336,3289173.0,12.5,48.5,39.33,77.22,22.89,51.11,49.0,536,1.17,1.55
학동역,2022,2,유통업,0.2631578947,2120191,65,8,4394,13862.0,1887146,3289173.0,9.16,46.37,44.84,84.05,15.95,53.68,46.32,535,1.75,1.55
학동역,2022,3,유통업,0.2857142857,2120191,65,8,4394,13862.0,1841244,3289173.0,11.32,52.89,36.11,83.26,16.95,55.53,44.63,523,0.6,2.98
학동역,2022,4,유통업,0.3333333333,2120191,65,8,4394,13862.0,1861861,3289173.0,18.39,42.72,39.17,73.83,26.22,57.56,42.61,528,2.17,0.99
합정역,2022,1,외식업,0.125,2120101,77,17,6927,1932.0,1378358,4649382.0,31.2,47.6,21.4,70.0,30.2,53.3,46.7,363,2.4,2.74
합정역,2022,2,외식업,0.0714285714,2120101,77,17,6927,1932.0,1513316,4649382.0,31.9,48.4,20.2,68.3,31.7,51.9,48.3,360,3.1,3.45
합정역,2022,3,외식업,0.1025641026,2120101,77,17,6927,1932.0,1531543,4649382.0,33.7,47.3,19.5,68.4,31.7,51.7,48.3,357,3.82,4.17
합정역,2022,4,외식업,0.1282051282,2120101,77,17,6927,1932.0,1582731,4649382.0,34.1,45.8,20.6,67.3,32.9,52.2,47.8,353,3.48,4.53
해방촌 남동측,2022,1,외식업,0.1052631579,2110081,21,11,3429,291.0,1702993,2557337.0,37.33,45.22,18.0,59.44,40.56,50.11,49.89,127,4.17,0.83
해방촌 남동측,2022,2,외식업,0.0833333333,2110081,21,11,3429,291.0,1766481,2557337.0,36.11,47.67,16.44,58.33,41.89,47.11,52.89,130,5.69,2.44
해방촌 남동측,2022,3,외식업,0.1666666667,2110081,21,11,3429,291.0,1646471,2557337.0,37.11,46.0,17.33,59.0,41.11,46.11,53.89,131,3.23,2.42
해방촌 남동측,2022,4,외식업,0.25,2110081,21,11,3429,291.0,1489180,2557337.0,35.89,46.89,17.67,57.78,42.33,52.11,48.11,134,5.51,3.15
홍대 걷고싶은 거리,2022,1,외식업,0.1428571429,2130191,4,2,497,367.0,452702,2700407.0,57.1,31.8,11.3,59.9,40.1,47.8,52.3,284,2.99,1.28
홍대 걷고싶은 거리,2022,2,외식업,0.2380952381,2130191,4,2,497,367.0,493012,2700407.0,54.3,34.4,11.5,60.1,39.9,47.3,52.8,283,3.85,2.56
홍대 걷고싶은 거리,2022,3,외식업,0.2,2130191,4,2,497,367.0,541825,2700407.0,56.1,32.9,11.1,61.7,38.4,46.5,53.5,281,3.88,4.74
홍대 걷고싶은 거리,2022,4,외식업,0.1666666667,2130191,4,2,497,367.0,561671,2700407.0,56.0,33.0,11.3,58.5,41.6,45.3,54.8,280,2.16,2.59
홍대입구역 3번,2022,1,외식업,0.25,2110564,4,0,571,471.0,702034,2584653.0,50.7,39.6,9.9,58.3,42.0,45.0,55.0,95,4.6,0.0
홍대입구역 3번,2022,2,외식업,0.125,2110564,4,0,571,471.0,783726,2584653.0,43.1,43.3,13.6,60.3,39.7,46.8,53.3,98,6.74,3.37
홍대입구역 3번,2022,3,외식업,0.1904761905,2110564,4,0,571,471.0,769012,2584653.0,47.7,40.4,12.3,61.3,38.8,43.2,57.2,100,6.59,5.49
홍대입구역 3번,2022,4,외식업,0.2105263158,2110564,4,0,571,471.0,850415,2584653.0,49.1,39.5,11.6,59.4,40.7,43.6,56.5,103,5.32,2.13
홍대입구역(홍대),2022,1,서비스업,0.1875,2120103,91,22,4789,9580.0,3184441,2934520.0,38.06,37.82,24.35,76.76,23.24,44.0,56.18,853,2.16,1.2
홍대입구역(홍대),2022,1,외식업,0.1755485893,2120103,91,22,4789,9580.0,3184441,2934520.0,53.5,35.9,11.0,60.7,39.3,47.7,52.4,1240,4.76,2.15
홍대입구역(홍대),2022,1,유통업,0.2727272727,2120103,91,22,4789,9580.0,3184441,2934520.0,35.17,37.56,27.72,70.78,29.28,38.39,61.67,856,1.85,1.23
홍대입구역(홍대),2022,2,서비스업,0.2666666667,2120103,91,22,4789,9580.0,3873815,2934520.0,33.82,45.12,21.53,75.82,24.41,41.88,58.18,868,3.66,1.77
홍대입구역(홍대),2022,2,외식업,0.1492063492,2120103,91,22,4789,9580.0,3873815,2934520.0,52.7,38.0,9.6,59.7,40.4,50.1,50.0,1237,5.09,3.43
홍대입구역(홍대),2022,2,유통업,0.4285714286,2120103,91,22,4789,9580.0,3873815,2934520.0,37.76,35.65,27.12,71.76,28.29,40.59,59.59,865,2.08,1.59
홍대입구역(홍대),2022,3,서비스업,0.2588235294,2120103,91,22,4789,9580.0,3846744,2934520.0,37.0,42.35,20.82,76.24,23.82,40.18,59.88,860,2.62,3.57
홍대입구역(홍대),2022,3,외식업,0.128440367,2120103,91,22,4789,9580.0,3846744,2934520.0,54.2,36.1,9.8,60.9,39.3,48.7,51.5,1247,6.1,5.19
홍대입구역(홍대),2022,3,유통업,0.3095238095,2120103,91,22,4789,9580.0,3846744,2934520.0,33.11,41.26,26.0,71.63,28.42,46.95,53.11,873,3.15,2.18
홍대입구역(홍대),2022,4,서비스업,0.2528735632,2120103,91,22,4789,9580.0,3897068,2934520.0,35.35,47.41,17.53,76.65,23.35,40.53,59.59,855,2.27,2.63
홍대입구역(홍대),2022,4,외식업,0.1445427729,2120103,91,22,4789,9580.0,3897068,2934520.0,54.6,36.0,9.8,57.4,42.8,48.7,51.4,1250,4.36,4.17
홍대입구역(홍대),2022,4,유통업,0.387755102,2120103,91,22,4789,9580.0,3897068,2934520.0,38.74,30.11,31.68,71.47,28.63,43.63,56.37,874,3.14,1.93
화곡역,2022,1,서비스업,0.1666666667,2120120,88,16,2748,927.0,1102013,2624496.0,21.94,48.25,30.0,81.12,18.94,49.19,50.94,254,1.22,3.27
화곡역,2022,2,서비스업,0.4736842105,2120120,88,16,2748,927.0,1168431,2624496.0,19.6,46.0,34.33,81.27,18.93,54.93,45.13,258,3.23,1.61
화곡역,2022,3,서비스업,0.380952381,2120120,88,16,2748,927.0,1163547,2624496.0,18.2,43.6,38.27,81.4,18.67,52.4,47.87,256,1.21,2.02
화곡역,2022,4,서비스업,0.380952381,2120120,88,16,2748,927.0,1208993,2624496.0,16.67,41.8,41.67,80.47,19.73,52.93,47.27,256,2.83,2.43
